*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=LED ARRAY V1_0
*Date=17:29:52
*CreatedBy=Fritzing 0.9.6b.2021-02-21.CD-175-0-8a1e0682
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
485;;;141.244;-43.3704;0;Bottom;Via2461
486;;;285.244;-64.3705;0;Bottom;Via1120
487;;;265.244;-143.371;0;Bottom;Via1836
488;;;78.2436;-60.3703;0;Bottom;Via743
489;;;179.244;-168.371;0;Bottom;Via2655
490;;;117.244;-42.3702;0;Bottom;Via2709
491;1–5Watt;luxeon;225.256;-62.4931;-90;Bottom;U70
492;;;264.244;-22.3707;0;Bottom;Via1281
493;;;247.244;-147.37;0;Bottom;Via1887
494;1–5Watt;luxeon;141.373;-125.294;-90;Bottom;U64
495;;;263.244;-147.371;0;Bottom;Via1541
496;1–5Watt;luxeon;78.165;-62.3781;-90;Bottom;U19
497;;;119.244;-61.3705;0;Bottom;Via2521
498;;;222.244;-19.3704;0;Bottom;Via1134
499;;;163.244;-81.3705;0;Bottom;Via2575
500;;;77.2437;-38.3702;0;Bottom;Via804
501;;;79.2435;-107.37;0;Bottom;Via862
502;;;160.244;-84.3705;0;Bottom;Via2297
503;;;246.244;-20.3703;0;Bottom;Via1392
504;;;35.2436;-165.37;0;Bottom;Via392
505;;;34.2437;-166.37;0;Bottom;Via453
506;;;14.2437;-104.37;0;Bottom;Via72
507;;;182.244;-102.37;0;Bottom;Via1943
508;;;159.244;-144.371;0;Bottom;Via2156
509;;;98.2436;-20.3702;0;Bottom;Via941
510;;;40.2437;-63.3702;0;Bottom;Via532
511;;;183.244;-164.37;0;Bottom;Via1996
512;;;97.2437;-105.37;0;Bottom;Via989
513;;;120.244;-20.3704;0;Bottom;Via2072
514;;;55.2438;-64.3707;0;Bottom;Via648
515;;;19.2437;-84.3701;0;Bottom;Via133
516;;;144.244;-124.37;0;Bottom;Via2232
517;;;206.244;-125.37;0;Bottom;Via2328
518;;;121.244;-126.37;0;Bottom;Via1962
519;;;99.2438;-168.37;0;Bottom;Via945
520;;;247.244;-19.3704;0;Bottom;Via1765
521;;;56.244;-103.371;0;Bottom;Via704
522;;;287.244;-125.37;0;Bottom;Via1826
523;;;119.244;-38.3703;0;Bottom;Via2577
524;;;122.244;-102.37;0;Bottom;Via2642
525;;;80.2434;-106.371;0;Bottom;Via869
526;;;248.243;-144.37;0;Bottom;Via1638
527;;;37.2437;-18.3701;0;Bottom;Via548
528;;;205.244;-82.3704;0;Bottom;Via2477
529;;;268.244;-62.3706;0;Bottom;Via1107
530;1–5Watt;luxeon;57.637;-41.3616;-90;Bottom;U18
531;;;184.244;-169.371;0;Bottom;Via2549
532;;;243.244;-84.3701;0;Bottom;Via1139
533;;;35.2436;-123.37;0;Bottom;Via421
534;;;75.2436;-61.3705;0;Bottom;Via787
535;;;142.244;-105.37;0;Bottom;Via2701
536;;;269.244;-84.3704;0;Bottom;Via1310
537;;;162.244;-19.3708;0;Bottom;Via2295
538;;;288.244;-82.3703;0;Bottom;Via1396
539;;;121.244;-168.371;0;Bottom;Via2438
540;;;102.244;-169.37;0;Bottom;Via923
541;;;267.244;-105.371;0;Bottom;Via1578
542;;;206.244;-102.37;0;Bottom;Via2077
543;;;118.244;-167.371;0;Bottom;Via2138
544;;;15.2437;-61.3704;0;Bottom;Via166
545;1–5Watt;luxeon;287.842;-62.3554;-90;Bottom;U93
546;;;246.244;-62.3704;0;Bottom;Via1865
547;;;201.244;-145.371;0;Bottom;Via2235
548;;;58.2438;-164.371;0;Bottom;Via574
549;;;35.2436;-81.37;0;Bottom;Via521
550;;;184.244;-43.3704;0;Bottom;Via2292
551;;;80.2434;-62.3704;0;Bottom;Via731
552;;;181.244;-103.371;0;Bottom;Via1989
553;;;54.2439;-63.3705;0;Bottom;Via658
554;;;56.244;-105.371;0;Bottom;Via696
555;;;164.244;-84.3705;0;Bottom;Via2029
556;;;227.244;-148.371;0;Bottom;Via1589
557;;;286.244;-164.37;0;Bottom;Via1163
558;;;101.244;-107.37;0;Bottom;Via1030
559;;;144.244;-84.3702;0;Bottom;Via2064
560;;;138.244;-147.37;0;Bottom;Via2598
561;;;249.244;-40.3703;0;Bottom;Via1759
562;;;77.2437;-21.3703;0;Bottom;Via784
563;;;81.2436;-42.3702;0;Bottom;Via858
564;1–5Watt;luxeon;36.6096;-20.4732;-90;Bottom;U11
565;;;265.244;-21.3705;0;Bottom;Via1438
566;;;244.244;-148.371;0;Bottom;Via1057
567;;;159.244;-165.371;0;Bottom;Via2679
568;;;223.244;-146.37;0;Bottom;Via1304
569;;;268.244;-64.3708;0;Bottom;Via1811
570;;;287.244;-102.37;0;Bottom;Via1524
571;;;100.244;-169.37;0;Bottom;Via915
572;;;223.244;-22.3704;0;Bottom;Via1569
573;;;185.244;-19.3705;0;Bottom;Via2569
574;1–5Watt;luxeon;141.249;-83.2895;-90;Bottom;U47
575;;;36.2438;-145.37;0;Bottom;Via426
576;;;15.2437;-21.3703;0;Bottom;Via191
577;;;34.2437;-105.37;0;Bottom;Via485
578;;;16.2437;-81.3701;0;Bottom;Via165
579;1–5Watt;luxeon;288.055;-20.4044;-90;Bottom;U92
580;;;203.244;-126.37;0;Bottom;Via2186
581;;;76.2435;-22.3705;0;Bottom;Via725
582;1–5Watt;luxeon;225.538;-146.183;-90;Bottom;U97
583;;;142.244;-21.3703;0;Bottom;Via2433
584;;;57.2439;-81.3704;0;Bottom;Via566
585;;;202.244;-102.37;0;Bottom;Via2504
586;;;179.244;-105.37;0;Bottom;Via2289
587;;;288.244;-59.3703;0;Bottom;Via1225
588;;;180.244;-104.37;0;Bottom;Via2116
589;;;141.244;-165.37;0;Bottom;Via2120
590;;;58.2438;-44.3705;0;Bottom;Via618
591;;;80.2434;-144.37;0;Bottom;Via771
592;;;78.2436;-125.37;0;Bottom;Via836
593;;;119.244;-149.371;0;Bottom;Via1938
594;;;13.2437;-124.37;0;Bottom;Via52
595;;;140.244;-105.37;0;Bottom;Via1998
596;;;288.244;-168.37;0;Bottom;Via1151
597;;;103.244;-82.3702;0;Bottom;Via1002
598;;;285.244;-148.371;0;Bottom;Via1346
599;;;224.244;-145.371;0;Bottom;Via1122
600;;;184.244;-148.371;0;Bottom;Via2194
601;;;143.243;-127.37;0;Bottom;Via2365
602;;;59.2437;-18.3705;0;Bottom;Via703
603;;;162.244;-126.371;0;Bottom;Via2718
604;1–5Watt;luxeon;15.8998;-125.363;-90;Bottom;U3
605;;;268.244;-43.3706;0;Bottom;Via1802
606;;;247.244;-103.37;0;Bottom;Via1255
607;;;284.244;-145.371;0;Bottom;Via1558
608;;;36.2438;-101.37;0;Bottom;Via484
609;;;18.2437;-104.37;0;Bottom;Via78
610;;;184.244;-20.3704;0;Bottom;Via2316
611;;;267.244;-23.3706;0;Bottom;Via1428
612;;;180.244;-39.3702;0;Bottom;Via2497
613;;;117.244;-124.37;0;Bottom;Via2556
614;;;288.244;-122.37;0;Bottom;Via1737
615;;;39.2435;-144.37;0;Bottom;Via435
616;;;19.2437;-42.3702;0;Bottom;Via175
617;;;203.244;-166.37;0;Bottom;Via2424
618;;;100.244;-104.37;0;Bottom;Via906
619;;;205.244;-65.3705;0;Bottom;Via2632
620;;;182.244;-81.3702;0;Bottom;Via2696
621;;;264.244;-64.3708;0;Bottom;Via1849
622;1–5Watt;luxeon;57.6414;-167.156;-90;Bottom;U28
623;;;185.244;-63.3704;0;Bottom;Via2018
624;;;117.244;-166.371;0;Bottom;Via2093
625;;;122.244;-144.37;0;Bottom;Via2362
626;;;249.244;-124.37;0;Bottom;Via1068
627;;;79.2435;-44.3703;0;Bottom;Via786
628;220;2010 [SMD];245.244;-5.5704;-90;Bottom;R3
629;;;203.244;-107.37;0;Bottom;Via1928
630;;;228.244;-105.37;0;Bottom;Via1262
631;;;141.244;-106.371;0;Bottom;Via2146
632;;;225.244;-22.3704;0;Bottom;Via1334
633;;;118.244;-18.3703;0;Bottom;Via2222
634;;;54.2439;-42.3704;0;Bottom;Via627
635;;;56.244;-126.37;0;Bottom;Via678
636;;;79.2435;-84.3702;0;Bottom;Via799
637;;;78.2436;-167.37;0;Bottom;Via873
638;;;224.244;-107.37;0;Bottom;Via1210
639;;;60.2439;-84.3704;0;Bottom;Via599
640;;;227.244;-81.3701;0;Bottom;Via1611
641;;;100.244;-20.3702;0;Bottom;Via982
642;;;19.2437;-168.37;0;Bottom;Via7
643;;;223.244;-20.3703;0;Bottom;Via1800
644;;;246.244;-169.37;0;Bottom;Via1557
645;;;224.244;-103.37;0;Bottom;Via1420
646;;;36.2438;-122.37;0;Bottom;Via460
647;;;14.2437;-41.3703;0;Bottom;Via201
648;;;224.244;-86.3703;0;Bottom;Via1486
649;;;39.2435;-43.3702;0;Bottom;Via465
650;;;205.244;-40.3704;0;Bottom;Via2306
651;;;183.244;-126.37;0;Bottom;Via2393
652;;;141.244;-60.3703;0;Bottom;Via2474
653;;;263.244;-21.3705;0;Bottom;Via1645
654;;;265.244;-128.371;0;Bottom;Via1721
655;;;182.244;-146.371;0;Bottom;Via2692
656;1–5Watt;luxeon;288.046;-125.203;-90;Bottom;U87
657;;;103.244;-145.37;0;Bottom;Via886
658;;;201.244;-42.3702;0;Bottom;Via2564
659;;;122.244;-64.3706;0;Bottom;Via2626
660;;;164.244;-21.3706;0;Bottom;Via1991
661;;;141.244;-123.37;0;Bottom;Via2211
662;;;142.244;-80.3703;0;Bottom;Via2352
663;;;76.2435;-106.371;0;Bottom;Via863
664;;;58.2438;-23.3706;0;Bottom;Via679
665;;;249.244;-63.3703;0;Bottom;Via1591
666;;;206.244;-106.371;0;Bottom;Via2100
667;;;266.244;-83.3705;0;Bottom;Via1279
668;;;102.244;-18.3701;0;Bottom;Via1039
669;;;207.244;-63.3704;0;Bottom;Via2128
670;;;57.2439;-127.371;0;Bottom;Via613
671;;;247.244;-44.3702;0;Bottom;Via1477
672;;;247.244;-122.37;0;Bottom;Via1532
673;;;16.2437;-62.3703;0;Bottom;Via150
674;;;77.2437;-166.37;0;Bottom;Via759
675;;;79.2435;-17.3703;0;Bottom;Via828
676;;;159.244;-60.3706;0;Bottom;Via2312
677;;;59.2437;-123.37;0;Bottom;Via593
678;;;117.244;-19.3705;0;Bottom;Via1952
679;;;17.2437;-122.37;0;Bottom;Via56
680;;;265.244;-170.371;0;Bottom;Via1200
681;;;102.244;-167.37;0;Bottom;Via975
682;;;268.244;-85.3706;0;Bottom;Via1315
683;;;289.244;-104.37;0;Bottom;Via1404
684;;;180.244;-64.3706;0;Bottom;Via1901
685;1–5Watt;luxeon;287.935;-104.195;-90;Bottom;U94
686;;;247.244;-84.3701;0;Bottom;Via1833
687;;;243.244;-105.37;0;Bottom;Via1665
688;;;56.244;-38.3704;0;Bottom;Via636
689;;;204.244;-169.37;0;Bottom;Via2616
690;;;142.244;-86.3703;0;Bottom;Via2685
691;;;39.2435;-64.3704;0;Bottom;Via473
692;;;14.2437;-102.37;0;Bottom;Via76
693;;;184.244;-167.371;0;Bottom;Via2489
694;;;202.244;-123.37;0;Bottom;Via2539
695;;;38.2436;-126.37;0;Bottom;Via393
696;;;38.2436;-42.37;0;Bottom;Via457
697;;;185.244;-21.3703;0;Bottom;Via2406
698;;;119.244;-17.3704;0;Bottom;Via2488
699;;;99.2438;-122.37;0;Bottom;Via964
700;;;205.244;-21.3703;0;Bottom;Via2119
701;;;185.244;-168.371;0;Bottom;Via2215
702;;;103.244;-105.37;0;Bottom;Via1023
703;;;15.2437;-84.3701;0;Bottom;Via155
704;;;289.244;-144.37;0;Bottom;Via1884
705;;;80.2434;-43.3703;0;Bottom;Via801
706;;;58.2438;-65.3706;0;Bottom;Via586
707;;;99.2438;-143.37;0;Bottom;Via890
708;;;14.2437;-127.37;0;Bottom;Via53
709;;;100.244;-127.37;0;Bottom;Via949
710;;;265.244;-126.37;0;Bottom;Via1468
711;;;266.244;-148.371;0;Bottom;Via1099
712;;;79.2435;-42.3702;0;Bottom;Via793
713;;;159.244;-83.3706;0;Bottom;Via2296
714;;;201.244;-147.37;0;Bottom;Via1958
715;;;267.244;-17.3706;0;Bottom;Via1249
716;;;15.2437;-145.37;0;Bottom;Via33
717;;;226.244;-128.37;0;Bottom;Via1353
718;;;225.244;-81.3701;0;Bottom;Via1719
719;;;265.244;-149.371;0;Bottom;Via1521
720;;;247.244;-170.37;0;Bottom;Via1215
721;1–5Watt;luxeon;267.102;-83.2898;-90;Bottom;U104
722;;;205.244;-124.37;0;Bottom;Via2010
723;;;224.244;-40.3703;0;Bottom;Via1194
724;;;185.244;-103.371;0;Bottom;Via2091
725;;;57.2439;-148.371;0;Bottom;Via647
726;;;206.244;-18.3703;0;Bottom;Via2578
727;;;15.2437;-105.37;0;Bottom;Via85
728;;;245.244;-105.37;0;Bottom;Via1696
729;;;202.244;-106.371;0;Bottom;Via2672
730;;;138.244;-168.37;0;Bottom;Via2727
731;;;161.244;-165.371;0;Bottom;Via2392
732;;;265.244;-147.371;0;Bottom;Via1823
733;;;100.244;-39.37;0;Bottom;Via968
734;;;182.244;-127.37;0;Bottom;Via2593
735;;;38.2436;-44.3701;0;Bottom;Via450
736;;;40.2437;-42.37;0;Bottom;Via522
737;;;99.2438;-126.37;0;Bottom;Via1014
738;;;287.244;-169.37;0;Bottom;Via1075
739;;;15.2437;-65.3703;0;Bottom;Via160
740;;;119.244;-23.3704;0;Bottom;Via2257
741;;;55.2438;-62.3706;0;Bottom;Via582
742;;;120.244;-39.3702;0;Bottom;Via2456
743;;;118.244;-20.3704;0;Bottom;Via2527
744;;;268.244;-148.371;0;Bottom;Via1433
745;;;226.244;-19.3704;0;Bottom;Via1871
746;;;118.244;-62.3704;0;Bottom;Via1896
747;1–5Watt;luxeon;267.235;-20.4962;-90;Bottom;U95
748;;;204.244;-144.37;0;Bottom;Via2076
749;;;160.244;-40.3707;0;Bottom;Via2137
750;;;59.2437;-102.371;0;Bottom;Via655
751;;;245.244;-147.37;0;Bottom;Via1452
752;;;228.244;-19.3704;0;Bottom;Via1568
753;;;76.2435;-43.3703;0;Bottom;Via788
754;;;81.2436;-168.37;0;Bottom;Via860
755;;;144.244;-61.3705;0;Bottom;Via2234
756;;;121.244;-23.3704;0;Bottom;Via1977
757;;;122.244;-81.3702;0;Bottom;Via2007
758;;;226.244;-126.37;0;Bottom;Via1180
759;;;288.244;-128.37;0;Bottom;Via1369
760;;;285.244;-146.37;0;Bottom;Via1064
761;;;121.244;-147.37;0;Bottom;Via2708
762;;;227.244;-167.37;0;Bottom;Via1631
763;;;19.2437;-166.37;0;Bottom;Via16
764;;;243.244;-63.3703;0;Bottom;Via1812
765;;;228.244;-126.37;0;Bottom;Via1306
766;;;286.244;-84.3701;0;Bottom;Via1656
767;;;37.2437;-85.3702;0;Bottom;Via515
768;;;99.2438;-124.37;0;Bottom;Via913
769;;;205.244;-126.37;0;Bottom;Via2518
770;;;159.244;-18.3706;0;Bottom;Via2589
771;;;35.2436;-18.3701;0;Bottom;Via432
772;;;77.2437;-84.3702;0;Bottom;Via726
773;;;144.244;-147.37;0;Bottom;Via2288
774;;;202.244;-41.3703;0;Bottom;Via2398
775;;;121.244;-65.3705;0;Bottom;Via2468
776;;;98.2436;-43.3702;0;Bottom;Via956
777;;;206.244;-85.3704;0;Bottom;Via2673
778;;;98.2436;-41.3701;0;Bottom;Via993
779;;;16.2437;-60.3702;0;Bottom;Via151
780;;;288.244;-164.37;0;Bottom;Via1860
781;1–5Watt;luxeon;204.222;-125.226;-90;Bottom;U91
782;;;140.244;-103.371;0;Bottom;Via2052
783;;;223.244;-148.371;0;Bottom;Via1156
784;1–5Watt;luxeon;99.4811;-83.3355;-90;Bottom;U40
785;;;183.244;-23.3704;0;Bottom;Via2090
786;;;119.244;-63.3704;0;Bottom;Via2378
787;;;223.244;-106.371;0;Bottom;Via1125
788;1–5Watt;luxeon;15.9922;-167.202;-90;Bottom;U1
789;;;81.2436;-103.371;0;Bottom;Via774
790;;;164.244;-145.371;0;Bottom;Via2195
791;;;55.2438;-85.3706;0;Bottom;Via552
792;;;140.244;-21.3703;0;Bottom;Via1966
793;;;284.244;-124.37;0;Bottom;Via1299
794;;;163.244;-83.3706;0;Bottom;Via2139
795;;;245.244;-19.3704;0;Bottom;Via1366
796;;;78.2436;-85.3704;0;Bottom;Via851
797;;;264.244;-41.3705;0;Bottom;Via1612
798;;;15.2437;-166.37;0;Bottom;Via12
799;;;266.244;-127.371;0;Bottom;Via1783
800;;;247.244;-40.3703;0;Bottom;Via1434
801;;;37.2437;-169.37;0;Bottom;Via411
802;;;266.244;-104.371;0;Bottom;Via1501
803;;;36.2438;-86.3702;0;Bottom;Via495
804;1–5Watt;luxeon;225.335;-83.3358;-90;Bottom;U96
805;;;183.244;-42.3702;0;Bottom;Via2495
806;;;17.2437;-86.3702;0;Bottom;Via169
807;;;201.244;-124.37;0;Bottom;Via2509
808;;;265.244;-124.371;0;Bottom;Via1689
809;;;224.244;-149.37;0;Bottom;Via1714
810;;;138.244;-40.3704;0;Bottom;Via2716
811;;;76.2435;-85.3704;0;Bottom;Via720
812;;;223.244;-102.37;0;Bottom;Via1856
813;;;183.244;-105.37;0;Bottom;Via2383
814;;;100.244;-64.3704;0;Bottom;Via974
815;;;141.244;-62.3704;0;Bottom;Via2588
816;;;121.244;-164.37;0;Bottom;Via2645
817;;;101.244;-122.37;0;Bottom;Via1006
818;;;205.244;-168.37;0;Bottom;Via1911
819;;;162.244;-143.371;0;Bottom;Via2036
820;;;207.244;-61.3705;0;Bottom;Via2229
821;;;163.244;-144.371;0;Bottom;Via2357
822;;;183.244;-143.371;0;Bottom;Via1956
823;;;58.2438;-101.371;0;Bottom;Via713
824;;;98.2436;-148.37;0;Bottom;Via903
825;;;288.244;-103.37;0;Bottom;Via1615
826;;;143.243;-20.3704;0;Bottom;Via2065
827;;;224.244;-126.37;0;Bottom;Via1291
828;;;204.244;-83.3703;0;Bottom;Via2154
829;;;58.2438;-63.3705;0;Bottom;Via665
830;;;244.244;-104.37;0;Bottom;Via1496
831;;;268.244;-83.3705;0;Bottom;Via1560
832;;;224.244;-124.37;0;Bottom;Via1112
833;;;78.2436;-41.3702;0;Bottom;Via740
834;;;77.2437;-126.37;0;Bottom;Via846
835;;;184.244;-62.3704;0;Bottom;Via2207
836;;;58.2438;-59.3706;0;Bottom;Via573
837;;;285.244;-22.3704;0;Bottom;Via1333
838;;;285.244;-43.3703;0;Bottom;Via1749
839;;;249.244;-103.37;0;Bottom;Via1427
840;1–5Watt;luxeon;36.6931;-167.111;-90;Bottom;U9
841;;;248.243;-106.371;0;Bottom;Via1208
842;;;246.244;-102.37;0;Bottom;Via1680
843;;;13.2437;-19.3705;0;Bottom;Via174
844;;;223.244;-83.3702;0;Bottom;Via1890
845;;;160.244;-44.3706;0;Bottom;Via2670
846;;;162.244;-17.3707;0;Bottom;Via2702
847;;;38.2436;-86.3702;0;Bottom;Via506
848;;;202.244;-39.3702;0;Bottom;Via2544
849;;;203.244;-103.371;0;Bottom;Via2573
850;;;34.2437;-42.37;0;Bottom;Via459
851;;;36.2438;-40.3702;0;Bottom;Via462
852;;;162.244;-82.3707;0;Bottom;Via2037
853;;;180.244;-148.371;0;Bottom;Via2078
854;;;119.244;-65.3705;0;Bottom;Via2422
855;;;123.244;-147.37;0;Bottom;Via2472
856;;;181.244;-105.37;0;Bottom;Via2157
857;;;181.244;-149.371;0;Bottom;Via2209
858;;;100.244;-167.37;0;Bottom;Via1041
859;;;184.244;-144.37;0;Bottom;Via1926
860;;;58.2438;-61.3707;0;Bottom;Via624
861;;;79.2435;-38.3702;0;Bottom;Via813
862;;;18.2437;-169.37;0;Bottom;Via1
863;;;103.244;-61.3703;0;Bottom;Via978
864;;;267.244;-61.3707;0;Bottom;Via1422
865;;;268.244;-127.371;0;Bottom;Via1479
866;;;161.244;-123.371;0;Bottom;Via2351
867;;;80.2434;-60.3703;0;Bottom;Via744
868;;;121.244;-107.37;0;Bottom;Via2230
869;;;57.2439;-104.371;0;Bottom;Via570
870;;;269.244;-63.3706;0;Bottom;Via1161
871;;;248.243;-39.3701;0;Bottom;Via1276
872;;;15.2437;-147.37;0;Bottom;Via37
873;;;264.244;-83.3705;0;Bottom;Via1323
874;;;245.244;-86.3703;0;Bottom;Via1550
875;;;288.244;-38.3702;0;Bottom;Via1241
876;;;247.244;-82.3703;0;Bottom;Via1595
877;1–5Watt;luxeon;246.075;-62.4014;-90;Bottom;U66
878;;;249.244;-61.3704;0;Bottom;Via1254
879;;;140.244;-65.3705;0;Bottom;Via2644
880;;;76.2435;-123.37;0;Bottom;Via757
881;220;2010 [SMD];119.244;-5.5704;-90;Bottom;R9
882;;;40.2437;-166.37;0;Bottom;Via422
883;;;18.2437;-41.3703;0;Bottom;Via188
884;;;163.244;-20.3707;0;Bottom;Via2272
885;;;140.244;-38.3703;0;Bottom;Via1919
886;;;183.244;-128.37;0;Bottom;Via1986
887;;;54.2439;-166.371;0;Bottom;Via621
888;;;118.244;-81.3702;0;Bottom;Via2204
889;;;60.2439;-168.371;0;Bottom;Via692
890;;;142.244;-168.37;0;Bottom;Via2412
891;;;101.244;-19.3703;0;Bottom;Via892
892;;;224.244;-44.3702;0;Bottom;Via1650
893;;;139.244;-106.371;0;Bottom;Via2603
894;;;39.2435;-22.3703;0;Bottom;Via488
895;;;15.2437;-101.37;0;Bottom;Via67
896;;;101.244;-84.37;0;Bottom;Via967
897;;;103.244;-19.3703;0;Bottom;Via1033
898;;;224.244;-23.3704;0;Bottom;Via1072
899;220;2010 [SMD];182.244;-5.5704;-90;Bottom;R6
900;;;184.244;-123.37;0;Bottom;Via2054
901;;;163.244;-39.3705;0;Bottom;Via2129
902;;;58.2438;-168.371;0;Bottom;Via564
903;;;60.2439;-103.371;0;Bottom;Via606
904;;;181.244;-59.3704;0;Bottom;Via2487
905;;;142.244;-19.3705;0;Bottom;Via2533
906;;;289.244;-123.37;0;Bottom;Via1410
907;;;287.244;-20.3703;0;Bottom;Via1211
908;;;16.2437;-165.37;0;Bottom;Via18
909;;;247.244;-63.3703;0;Bottom;Via1466
910;;;287.244;-22.3704;0;Bottom;Via1517
911;;;78.2436;-62.3704;0;Bottom;Via822
912;;;76.2435;-146.37;0;Bottom;Via876
913;;;269.244;-168.371;0;Bottom;Via1623
914;;;263.244;-105.371;0;Bottom;Via1189
915;;;14.2437;-169.37;0;Bottom;Via3
916;;;265.244;-105.371;0;Bottom;Via1389
917;;;203.244;-21.3703;0;Bottom;Via2341
918;;;285.244;-18.3702;0;Bottom;Via1098
919;;;77.2437;-168.37;0;Bottom;Via777
920;;;224.244;-80.3702;0;Bottom;Via1294
921;;;17.2437;-170.37;0;Bottom;Via23
922;;;228.244;-84.3701;0;Bottom;Via1694
923;;;245.244;-61.3704;0;Bottom;Via1710
924;;;120.244;-127.37;0;Bottom;Via2266
925;;;121.244;-19.3705;0;Bottom;Via1913
926;1–5Watt;luxeon;246.287;-20.4504;-90;Bottom;U88
927;;;57.2439;-83.3705;0;Bottom;Via640
928;;;202.244;-169.37;0;Bottom;Via2112
929;;;180.244;-127.37;0;Bottom;Via2182
930;;;243.244;-21.3702;0;Bottom;Via1796
931;;;185.244;-84.3702;0;Bottom;Via2535
932;;;143.243;-60.3703;0;Bottom;Via2590
933;;;38.2436;-59.3702;0;Bottom;Via405
934;;;35.2436;-41.3701;0;Bottom;Via489
935;;;101.244;-65.3703;0;Bottom;Via922
936;;;158.244;-82.3707;0;Bottom;Via1983
937;;;158.244;-40.3707;0;Bottom;Via2049
938;;;56.244;-80.3705;0;Bottom;Via693
939;;;184.244;-125.37;0;Bottom;Via2425
940;;;164.244;-61.3708;0;Bottom;Via2457
941;;;204.244;-60.3703;0;Bottom;Via2668
942;;;183.244;-59.3704;0;Bottom;Via2715
943;;;100.244;-43.3702;0;Bottom;Via1009
944;;;225.244;-83.3702;0;Bottom;Via1520
945;1–5Watt;luxeon;267.023;-62.4471;-90;Bottom;U68
946;;;286.244;-124.37;0;Bottom;Via1238
947;;;80.2434;-127.37;0;Bottom;Via770
948;;;80.2434;-167.37;0;Bottom;Via807
949;;;164.244;-42.3705;0;Bottom;Via2249
950;;;58.2438;-105.371;0;Bottom;Via581
951;;;15.2437;-128.37;0;Bottom;Via62
952;;;288.244;-170.37;0;Bottom;Via1326
953;;;288.244;-40.3703;0;Bottom;Via1418
954;;;222.244;-168.37;0;Bottom;Via1892
955;;;266.244;-144.371;0;Bottom;Via1628
956;;;226.244;-40.3703;0;Bottom;Via1268
957;;;245.244;-40.3703;0;Bottom;Via1841
958;;;224.244;-147.37;0;Bottom;Via1450
959;;;37.2437;-62.3703;0;Bottom;Via486
960;;;18.2437;-106.371;0;Bottom;Via82
961;;;38.2436;-80.3701;0;Bottom;Via530
962;;;269.244;-105.371;0;Bottom;Via1567
963;;;119.244;-145.371;0;Bottom;Via2040
964;;;120.244;-144.37;0;Bottom;Via2104
965;;;138.244;-103.371;0;Bottom;Via2459
966;;;13.2437;-82.3703;0;Bottom;Via152
967;;;117.244;-21.3703;0;Bottom;Via2520
968;;;246.244;-127.37;0;Bottom;Via1752
969;;;38.2436;-147.37;0;Bottom;Via412
970;;;16.2437;-20.3704;0;Bottom;Via192
971;;;288.244;-17.3703;0;Bottom;Via1776
972;;;204.244;-148.371;0;Bottom;Via1949
973;;;58.2438;-145.371;0;Bottom;Via614
974;;;143.243;-64.3706;0;Bottom;Via2177
975;;;143.243;-81.3702;0;Bottom;Via2441
976;;;160.244;-23.3707;0;Bottom;Via2605
977;;;141.244;-41.3703;0;Bottom;Via2635
978;;;206.244;-169.37;0;Bottom;Via2332
979;;;102.244;-144.37;0;Bottom;Via939
980;;;103.244;-42.37;0;Bottom;Via1026
981;;;119.244;-143.371;0;Bottom;Via1900
982;;;121.244;-21.3703;0;Bottom;Via2349
983;;;119.244;-103.371;0;Bottom;Via1940
984;;;78.2436;-169.37;0;Bottom;Via747
985;;;97.2437;-103.37;0;Bottom;Via948
986;;;289.244;-62.3704;0;Bottom;Via1350
987;;;248.243;-64.3705;0;Bottom;Via1514
988;1–5Watt;luxeon;57.3459;-62.4699;-90;Bottom;U23
989;;;80.2434;-22.3705;0;Bottom;Via824
990;;;183.244;-84.3702;0;Bottom;Via2251
991;;;58.2438;-143.371;0;Bottom;Via559
992;;;285.244;-104.37;0;Bottom;Via1377
993;;;245.244;-166.37;0;Bottom;Via1771
994;;;204.244;-81.3702;0;Bottom;Via2454
995;;;268.244;-22.3707;0;Bottom;Via1835
996;;;227.244;-18.3702;0;Bottom;Via1703
997;;;182.244;-64.3706;0;Bottom;Via2636
998;;;223.244;-167.37;0;Bottom;Via1862
999;;;184.244;-22.3705;0;Bottom;Via2726
1000;;;36.2438;-61.3703;0;Bottom;Via534
1001;;;122.244;-127.37;0;Bottom;Via2285
1002;;;140.244;-122.37;0;Bottom;Via2381
1003;;;205.244;-103.371;0;Bottom;Via2057
1004;;;139.244;-85.3704;0;Bottom;Via2168
1005;;;181.244;-128.37;0;Bottom;Via2515
1006;;;202.244;-148.371;0;Bottom;Via2601
1007;;;39.2435;-60.3701;0;Bottom;Via408
1008;;;143.243;-167.37;0;Bottom;Via2303
1009;;;37.2437;-83.3701;0;Bottom;Via472
1010;;;161.244;-20.3707;0;Bottom;Via2023
1011;;;143.243;-62.3704;0;Bottom;Via2073
1012;;;57.2439;-18.3705;0;Bottom;Via716
1013;;;122.244;-41.3703;0;Bottom;Via1895
1014;;;206.244;-148.371;0;Bottom;Via1931
1015;;;58.2438;-103.371;0;Bottom;Via669
1016;;;102.244;-20.3702;0;Bottom;Via951
